publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	bestppn
Vìsnik farmacìï (Online)	1562-7241	2415-8844	2014						http://nphj.nuph.edu.ua/		24158844		fulltext		Nacìonalʹnij farmacevtičnij unìversitet	serial								F	192118978
Wahana Teknik (Online)		2657-022X	2012						http://journal.unigres.ac.id/index.php/WahanaTeknik		2657022X		fulltext		Fakultas Teknik Universitas Gresik	serial								F	241016118
Window of Midwifery Journal (Online)		2721-4001	2020						http://jurnal.fkm.umi.ac.id/index.php/wom/issue/archive		27214001		fulltext		Pusat Kajian dan Pengelola Jurnal Fakultas Kesehatan Masyarakat Universitas Muslim Indonesia	serial								F	244195781
UPGTO		2007-977X	2014						http://editorial.upgto.edu.mx		2007977X		fulltext		Universidad Politécnica de Guanajuato	serial								F	182009300
Utopías (Paraná. En línea)	1515-6893	2618-1800	1993						https://pcient.uner.edu.ar/index.php/utopias/index		26181800		fulltext		Facultad de Trabajo Social, Universidad Nacional de Entre Ríos	serial								F	229295274
Universidad, escuela y sociedad		2530-1012	2016						https://revistaseug.ugr.es/index.php/revistaunes		25301012		fulltext		Departamento de Didáctica de las Ciencias Sociales, Facultad de Ciencias de la Educación	serial								F	197220185
VIMS journal of physiotherapy case reports		2456-4087	2016						http://www.vimsptcr.in/		24564087		fulltext		PDVVPF’S college of physiotherapy	serial								F	198125267
Vestnik naučno-issledovatelʹskogo instituta železnodorožnogo transporta (Online)	2223-9731	2713-2560	2019						https://www.journal-vniizht.ru/		27132560		fulltext		Naučno-issledovatelʹskij institut železnodorožnogo transporta	serial								F	249201089
Uluslararası Türk dünyası araştırmaları dergisi (Online)		2651-5180	2018						https://dergipark.org.tr/tr/pub/tudad		26515180		fulltext		Niğde Ünversitesi	serial								F	240171861
Wacana (Bengkulu, Online)	1411-0342	2746-4652	2020						http://ejournal.unib.ac.id/index.php/jwacana		27464652		fulltext		Jurusan Bahasa dan Seni Fakultas Keguruan dan Ilmu Pendidikan Universitas Bengkulu	serial								F	252292855
Politics & Security (Online)	2535-0358	2815-3324	2017						https://politics-security.net/		28153324		fulltext		Higher School of Security and Economics	serial								F	261669613
Optica quantum		2837-6714	2023						https://opg.optica.org/opticaq/home.cfm		28376714		fulltext		Optica Publishing Group	serial								F	275949931
Polit Journal (Online)	2775-5835	2775-5843	2021						http://biarjournal.com/index.php/polit/index		27755843		fulltext		Britain International for Academic Research (BIAR) Publisher	serial								F	254554571
PLOS global public health		2767-3375	2021						https://journals.plos.org/globalpublichealth/		27673375		fulltext		Public Library of Science	serial								F	260673064
Opuscula civilia		2560-2039	2016						https://akk.uni-nke.hu/intezetek/civilisztikai-intezet/opuscula-civilia/az-opuscula-civilia		25602039		fulltext		NKE Álltud. Közig. Kar Civilisztikai Intéz	serial								F	224060775
Pizhūhish'hā-yi Islāmī-i Khāvarshināsān (Online)	2820-9850	2783-5111	2022						https://iso.abu.ac.ir/		27835111		fulltext		Dānishgāh-i biyn'al- milalī-i ahl-i biyt	serial								F	261663054
Mağallaẗ Sāmarrāʾ al-ʿulūm al-ṣirfaẗ wa-al-taṭbīqiyyaẗ (Online)	2663-7405	2789-6838	2020						https://www.iasj.net/iasj/journal/323/		27896838		fulltext		Ğāmiʿaẗ Sāmarrāʾ	serial								F	259731439
Nordisk musikkpedagogisk forskning (Online)	1504-5021	2535-4027				2019			https://nmh.brage.unit.no/nmh-xmlui/handle/11250/172668		25354027		fulltext		Norges musikkhøgskole	serial								F	219527288
Paradigma Creativo (Nuevo León)		3061-7081	2020						https://paradigmacreativo.uanl.mx/index.php/revista		30617081		fulltext		Universidad Autónoma de Nuevo León	serial								F	279693990
Physical Activity Review (Częstochowa)		2300-5076	2013						http://www.physactiv.ajd.czest.pl/		23005076		fulltext		Projack	serial								F	17485725X
norrøna (Berlin. Blog)		2569-0531	2003						https://norroena.hypotheses.org/		25690531		fulltext		norrøna c/o Universität zu Köln, Institut für Skandinavistik/Fennistik	serial								F	240167740
Post45		2168-8206	2011						https://post45.org/journal/		21688206		fulltext		Emory University]	serial								F	163680698
Novì tehnologìï v budìvnictvì (Online)	2664-0406	2664-0414	2001						http://ntinbuilding.ndibv.org.ua/		26640414		fulltext		Naukovo-doslìdnij ìnstitut budìvelʹnogo virobnictva	serial								F	236092626
Pi International Journal of Mathematical Sciences		3107-9830	2025						https://pijms.com/		31079830		fulltext		Surya Multidisciplinary Publication	serial								F	297313622
Pedagogy : journal of English language teaching (Online)	2338-882X	2580-1473	2013						http://e-journal.metrouniv.ac.id/index.php/pedagogy		25801473		fulltext		Prodi Tadris Bahasa Inggris Fakultas Tarbiyah dan Ilmu Keguruan IAIN Metro	serial								F	201825406
Prajñā Vihāra (Online)	1513-6442	2586-9876	2018						http://www.assumptionjournal.au.edu/index.php/PrajnaVihara/index		25869876		fulltext		Graduate School of Human Sciences, Assumption University	serial								F	229419852
Pizhuhish'hā-yi kārburdī-i zirā̒ī (Online)	2538-4058	2538-4066	2017						http://aj.areo.ir/		25384066		fulltext	ISSN of preceding title : 2423-5431	Markaz-i taḥqīqāt va āmūzish-i kishāvarzī va manābi̒-i ṭabī̒ī-i Khurāsān-i raz̤avī	serial								F	203188160
Parcours anthropologiques (En ligne)	1634-7706	2273-0362	2014						http://journals.openedition.org/pa		22730362		fulltext	ISSN of preceding title : 1634-7706	Centre de recherches et d'études anthropologiques	serial								F	178582387
Pennsylvania teacher educator (Online)	1547-1047	2993-8872	2002						https://www.pac-te.org/i4a/pages/index.cfm?pageid=3403		29938872		fulltext		Pennsylvania Association of Colleges and Teacher Educators (PAC-TE)	serial								F	272381748
Performer (Wrocław)		2544-0896	2011						http://www.grotowski.net/performer		25440896		fulltext		Instytut im. Jerzego Grotowskiego	serial								F	221676570
npj spintronics		2948-2119	2023						http://link.springer.com/journal/44306		29482119		fulltext		Nature Portfolio	serial								F	279673906
Naẓariyyah va falsafah-i tarbiyyat (Online)	2538-2802	2538-6301	2016						http://pesi.saminatech.ir/		25386301		fulltext		Anjuman-i falsafah-i ta̒līm va tarbiyyat-i Īrān	serial								F	198537174
Pendas (Online)	2477-2143	2548-6950	2016						http://journal.unpas.ac.id/index.php/pendas		25486950		fulltext		Program Studi Pendidikan Guru Sekolah Dasar FKIP Universitas Pasundan	serial								F	198134290
Perspectivas de la ciencia y la tecnología		2683-3107	2018						http://revistas.uaq.mx/index.php/perspectivas		26833107		fulltext		Universidad Autónoma de Querétaro. División de Investigación y Posgrado de la Facultad de Ingeniería	serial								F	261134620
Pensées genre, penser autrement (En ligne)	2788-8495	2957-3564	2021						https://www.academia.edu		29573564		fulltext	ISSN of preceding title : 2788-8495	RASS-PGPA	serial								F	263433439
Perceptions (Philadelphia)		2639-6750	2010						https://tuljournals.temple.edu/index.php/perceptions/index		26396750		fulltext		Temple Undergraduate History & Social Sciences Association	serial								F	231607415
Nusantara of Engineering (Online)		2776-6640	2014						https://ojs.unpkediri.ac.id/index.php/noe		27766640		fulltext		Fakultas Teknik - Universitas Nusantara PGRI Kediri	serial								F	255798644
Preliminary report (International Ocean Discovery Program)		2372-9562	2014						http://iodp.tamu.edu/publications/PR.html		23729562		fulltext	ISSN of preceding title : 1932-9423	International Ocean Discovery Program	serial								F	256483787
Patrimoine architectural et humanités numériques		2967-7750	2020						https://pahn.hypotheses.org/		29677750		fulltext		Patrimoine architectural et humanités numériques	serial								F	266733670
Research Journal of Agricultural Science (Online)		2668-926X	2007						https://rjas.ro/		2668926X		fulltext	ISSN of preceding title : 2066-1843	Agroprint	serial								F	244189455
Revista de Direito Tributário e Financeiro		2526-0138	2015						http://www.indexlaw.org/index.php/direitotributario		25260138		fulltext		Tutor Desenvolvimento e Publicações Ltda.	serial								F	197517986
Revista de Educação, Ciências e Sociedade na Amazônia		3086-1160	2025						https://recsa.sites.ufam.edu.br/		30861160		fulltext		Instituto de Saúde e Biotecnologia da Universidade Federal do Amazonas	serial								F	291804195
Research and reports in chemistry		2463-6452	2017			2017			https://www.dovepress.com/research-and-reports-in-chemistry-i1353-j158		24636452		fulltext		Dove Medical Press	serial								F	23400844X
Portal celestinesco		2697-0295	2021						https://parnaseo.uv.es/PortalCelestinesco/		26970295		fulltext		Universitat de València	serial								F	254272746
Revista de Direito e Sustentabilidade		2525-9687	2015						http://www.indexlaw.org/index.php/revistards		25259687		fulltext		Tutor Desenvolvimento e Publicações Ltda.	serial								F	197219853
Quantitative plant biology		2632-8828	2020						https://www.cambridge.org/core/journals/quantitative-plant-biology		26328828		fulltext		Published by Cambridge University Press in association with The John Innes Centre	serial								F	252821599
Ravānshināsī-i salāmat va ikhtilālāt-i raftārī		3092-7188	2023						https://jhpbd.com/index.php/hpbd		30927188		fulltext		Muassisah-i pizhūhishī-i ravānshināsī-i salāmat	serial								F	285202243
Rêve (Paris)		2725-450X	2013			2015			https://reve.hypotheses.org/		2725450X		fulltext		Rêve	serial								F	244309248
Revista de Medicina da UFC	0100-1302	2447-6595	2002						http://periodicos.ufc.br/revistademedicinadaufc/issue/view/605		24476595		fulltext		Universidade Federal do Ceará, Faculdade de Medicina	serial								F	190739150
Raftār-i ḥarkatī (Online)	2538-273X	2538-5593	2016						http://mbj.ssrc.ac.ir/		25385593		fulltext		Pizhūhish'gāh-i tarbiyat-i badanīva ̒lūm-i varzishī	serial								F	199315248
Química Nova (Online)	0100-4042	1678-7064	1978						http://quimicanova.sbq.org.br/		16787064		fulltext		Sociedade Brasileira de Química	serial								F	116268247
Northwestern review (Orange City, Iowa)		2381-2435	2016						http://nwcommons.nwciowa.edu/northwesternreview		23812435		fulltext		Northwestern College	serial								F	226070212
Resource-efficient technologies (Online)	2405-6537	2405-6529	2015						http://reffit.tech/index.php/res-eff		24056529		fulltext		Tomsk Polytechnic University	serial								F	19019040X
PragMATIZES		2237-1508	2011						https://periodicos.uff.br/pragmatizes		22371508		fulltext		Universidade Federal Fluminense, Instituto de Arte e Comunicação Social, Laboratório de Ações Culturais	serial								F	156453622
Revista Direito e Sexualidade		2675-3596	2020						https://portalseer.ufba.br/index.php/revdirsex/index		26753596		fulltext		Universidade Federal da Bahia, Faculdade de Direito	serial								F	245301895
Ravānshināsī va farhang-i bih/zīstī		3116-1359	2025						https://sanad.iau.ir/journal/pcl		31161359		fulltext		Dānishgāh-i āzād-i Islāmī, vāḥid-i Niyshābūr	serial								F	
Review of transport economics and management (Online)	2664-1259	2664-3871	2019						http://pte.diit.edu.ua		26643871		fulltext	ISSN of preceding title : 2310-2438	Ukraïnsʹkij deržavnij unìversitet nauki ì tehnologìj	serial								F	23736090X
Review of Comparative Law (Online)	0860-8156	2545-3874	2013			2017			https://czasopisma.kul/recl/issn/archive		25453874		fulltext		Wydawnictwo KUL	serial								F	252958632
Ressources pour la thèse et au-delà		2264-3915	2012			2017			http://enthese.hypotheses.org/		22643915		fulltext		[Ressources pour la thèse et au-delà]	serial								F	167869310
Radovi (Zavod za hrvatsku povijest. Online)	0353-295X	1849-0344	2006						http://hrcak.srce.hr/radovi-zhp		18490344		fulltext		Zavod za hrvatsku povijest Filozofskog fakulteta	serial								F	171057376
Rahpūyah-i hunar (Online)	1029-2888	2676-5675	2019			2023			http://rahpooye.soore.ac.ir/		26765675		fulltext		Dānishgāh-i sūrah	serial								F	238223736
Read.CSVSalerno. Annali del volontariato (Online)		2611-8629	2018						https://www.csvsalerno.it/all/servizi-per-ets/2020/07/16/read-csvsalerno-gli-annali-del-volontariato/		26118629		fulltext		Associazione Sodalis CSV	serial								F	244847371
Revista Eletrônica Casa de Makunaima		2595-5888	2018						https://casademakunaima.uerr.edu.br/index.php/home/index		25955888		fulltext		Universidade Estadual de Roraima	serial								F	230083390
Revista de investigación en tecnologías de la información		2387-0893	2013						https://riti.es/index.php/riti		23870893		fulltext		RITI	serial								F	187166234
Revista de investigaciones veterinarias del Perú (Online)	1682-3419	1609-9117	1993						http://www.redalyc.org/revista.oa?id=3718		16099117		fulltext		Facultad de Medicina Veterinaria	serial								F	05885326X
Reproductive medicine international		2643-4555	2018						https://www.clinmedjournals.org/reproductive-medicine-international.php?jid=rmi		26434555		fulltext		ClinMed International Library	serial								F	236090542
Research and reports in tropical medicine		1179-7282	2010						http://www.dovepress.com/research-and-reports-in-tropical-medicine-journal		11797282		fulltext		Dovepress	serial								F	153473967
Rasbran	1983-3164	2357-7894	2008						http://www.rasbran.com.br/rasbran/index		23577894		fulltext		Associação Brasileira de Nutrição	serial								F	177505656
Shukugawa Gakuin Tanki Daigaku kyoiku jissen kenkyu kiyo (Online)	1883-5996	2433-7552	2009			2019			https://www.jstage.jst.go.jp/browse/shukulibfd/list/-char/ja		24337552		fulltext		Shukugawa Gakuin Tanki Daigaku	serial								F	244846197
Síntesis. Revista de filosofía		2452-4476	2018						https://sintesis.uai.cl/		24524476		fulltext	ISSN of preceding title : 0719-9201	Universidad Adolfo Ibáñez	serial								F	237353083
Scientonomy (Online)	2560-9068	2560-9076	2017						http://www.scientojournal.com/index.php/scientonomy/index		25609076		fulltext		Scientonomy Community	serial								F	203190343
Seibutsu kyoiku (Online)	0287-119X	2434-1916	1999						https://www.jstage.jst.go.jp/browse/jjbe/list/-char/ja		24341916		fulltext		Nihon seibutsu kyoiku gakkai = The Society of Biological Science Education of Japan	serial								F	260618594
SATORI (Rennes)		2608-6484	2016						https://satori.hypotheses.org/		26086484		fulltext		CRAPE-ARENES, UMR 6051	serial								F	229293417
Sovremennoe obŝestvo i vlastʹ		2409-2339	2014			2015			http://gmanagement.ru		24092339		fulltext		Sovremennoe obŝestvo i vlastʹ	serial								F	183837452
Serambi Biologi		2722-2829	2016						http://ejournal.unp.ac.id/students/index.php/bio/index		27222829		fulltext		Jurusan Biologi, FMIPA, Universitas Negeri Padang	serial								F	245306277
SciPost physics		2542-4653	2016						https://scipost.org/SciPostPhys		25424653		fulltext		SciPost Foundation	serial								F	197225268
Seminari ndërkombëtar për gjuhën, letërsinë dhe kulturën shqiptare (Online)	2521-3679	2521-3687	1975						http://filologjia.uni-pr.edu/Seminari.aspx		25213687		fulltext		Fakulteti Histori-Filologji, Universteti Tiranës	serial								F	226072029
Ta̒ālī-i ḥuqūq		2717-4360	2020						http://www.thdad.ir/		27174360		fulltext		Dādsarā-yi ̒umūmī va inqilāb-i islāmī	serial								F	253916623
Skenoo		2798-3048	2021						https://journal.sttia.ac.id/skenoo		27983048		fulltext		Sekolah Tinggi Teologi Tabernakel Indonesia Surabaya	serial								F	256877661
Siirt Üniversitesi Sosyal Bilimler Enstitüsü dergisi (Online)	2147-8406	2548-0111	2016						http://susbid.siirt.edu.tr/index.php/susbid/index		25480111		fulltext		Siirt Üniversitesi Sosyal Bilimler Enstitüsü	serial								F	236087657
Scientific Review of Physical Culture		2658-0802	2013						http://www.srpc.eu		26580802		fulltext	ISSN of preceding title : 2083-8581	University of Rzeszów	serial								F	245300953
